binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
Euroscaptor longirostris,267778.545470177,46.84098624,LC,Insectivore,EULIPOTYPHLA
Euroscaptor micrura,38881.7112140464,60.46,LC,Insectivore,EULIPOTYPHLA
Euroscaptor mizura,15898.0368747783,25.05,LC,Insectivore,EULIPOTYPHLA
Euroscaptor parvidens,4751.09269195108,51.90562179,DD,Insectivore,EULIPOTYPHLA
Euryoryzomys emmonsae,240656.618506651,59.9882,DD,Omnivore,RODENTIA
Euryoryzomys lamia,122788.959997303,60.5005,EN,Omnivore,RODENTIA
Euryoryzomys legatus,64154.9076151103,61.5005,LC,Omnivore,RODENTIA
Euryoryzomys macconnelli,4294868.36979962,62.245,LC,Omnivore,RODENTIA
Euryoryzomys nitidus,1303446.66013608,55.195,LC,Omnivore,RODENTIA
Euryoryzomys russatus,1009408.81999676,60.5,LC,Omnivore,RODENTIA
Euryzygomatomys spinosus,807543.660559129,187.49,LC,Herbivore,RODENTIA
Exilisciurus concinnus,120457.565768531,27.72,LC,Omnivore,RODENTIA
Exilisciurus exilis,692681.060484437,21.75,DD,Omnivore,RODENTIA
Exilisciurus whiteheadi,155450.152131236,24.91,LC,Herbivore,RODENTIA
Falsistrellus affinis,352717.551891355,22.77,LC,Insectivore,CHIROPTERA
Falsistrellus mackenziei,24587.2370648416,23,NT,Insectivore,CHIROPTERA
Falsistrellus mordax,126420.496690399,22.77,DD,Insectivore,CHIROPTERA
Falsistrellus petersi,28175.725023438,22.77,DD,Insectivore,CHIROPTERA
Falsistrellus tasmaniensis,386354.106635091,22.54,LC,Insectivore,CHIROPTERA
Felis chaus,7003453.04913436,7157.99,LC,Carnivore,CARNIVORA
Felis margarita,1897612.63351096,2823.36,LC,Carnivore,CARNIVORA
Felis nigripes,1948153.23478158,1362.77,VU,Carnivore,CARNIVORA
Felis silvestris,29179663.482988,4573.08,LC,Carnivore,CARNIVORA
Felovia vae,183986.239062224,205,LC,Herbivore,RODENTIA
Feroculus feroculus,2647.26610723169,35.99,EN,Omnivore,EULIPOTYPHLA
Fossa fossana,91103.5913097899,1853.98,VU,Insectivore,CARNIVORA
Funambulus layardi,1276.82639233939,168,VU,Omnivore,RODENTIA
Funambulus palmarum,1263136.90367526,136.4,LC,Omnivore,RODENTIA
Funambulus pennantii,2908289.19787053,102.49,LC,Omnivore,RODENTIA
Funambulus sublineatus,28410.7183093891,70.93,VU,Omnivore,RODENTIA
Funambulus tristriatus,79432.0691265506,134.62,LC,Omnivore,RODENTIA
Funisciurus anerythrus,2279777.20437362,223.54,LC,Herbivore,RODENTIA
Funisciurus bayonii,385069.492467982,134.99,DD,Herbivore,RODENTIA
Funisciurus carruthersi,93369.0796537718,276.85,LC,Herbivore,RODENTIA
Funisciurus congicus,1735003.1246519,112,LC,Herbivore,RODENTIA
Funisciurus duchaillui,3488.47842026397,186.2877778,DD,Herbivore,RODENTIA
Funisciurus isabella,570175.349184772,109.31,LC,Herbivore,RODENTIA
Funisciurus lemniscatus,610756.5197674,140.99,LC,Herbivore,RODENTIA
Funisciurus leucogenys,411996.766544474,250,LC,Herbivore,RODENTIA
Funisciurus pyrropus,2153132.08962956,243.18,LC,Herbivore,RODENTIA
Funisciurus substriatus,224767.78045375,185.73,DD,Herbivore,RODENTIA
Furipterus horrens,9816319.16143748,3.15,LC,Insectivore,CHIROPTERA
Galago gallarum,456007.297350285,250,LC,Omnivore,PRIMATES
Galago matschiei,87132.2084074074,211.61,LC,Omnivore,PRIMATES
Galago moholi,4247265.67806612,191.96,LC,Omnivore,PRIMATES
Galago senegalensis,8388328.00235486,215.2,LC,Omnivore,PRIMATES
Galagoides cocos,7016.58072899249,146.8,LC,Omnivore,PRIMATES
Galagoides granti,521553.377378992,134,LC,Omnivore,PRIMATES
Galagoides orinus,19017.6405659509,100,NT,Omnivore,PRIMATES
Galagoides rondoensis,126.803792898619,111.92,CR,Omnivore,PRIMATES
Galagoides thomasi,4501161.11266724,99,LC,Omnivore,PRIMATES
Galagoides zanzibaricus,7100.21750366867,146.8,LC,Omnivore,PRIMATES
Galea flavidens,32759.6737419259,450,LC,Herbivore,RODENTIA
Galea musteloides,320041.842737834,386.64,DD,Herbivore,RODENTIA
Galea spixii,1699340.10207327,360.61,LC,Herbivore,RODENTIA
Galemys pyrenaicus,163324.675724807,60.17,VU,Insectivore,EULIPOTYPHLA
Galenomys garleppi,19190.7859513106,59.3,DD,Herbivore,RODENTIA
Galeopterus variegatus,1406441.08156597,1100,LC,Herbivore,DERMOPTERA
Galictis cuja,7672212.76885737,1000,LC,Omnivore,CARNIVORA
Galictis vittata,10014921.106939,3200,LC,Omnivore,CARNIVORA
Galidia elegans,92492.3514837289,810,LC,Omnivore,CARNIVORA
Galidictis fasciata,82601.7212000888,549.99,VU,Carnivore,CARNIVORA
Galidictis grandidieri,995.714670690228,1400,EN,Carnivore,CARNIVORA
Gazella arabica,217985.237080953,24124.67,VU,Herbivore,CETARTIODACTYLA
Gazella bennettii,2764527.78369678,18916.67,LC,Herbivore,CETARTIODACTYLA
Gazella cuvieri,152444.459928803,25000,VU,Herbivore,CETARTIODACTYLA
Gazella dorcas,9905633.37300148,15635.95,VU,Herbivore,CETARTIODACTYLA
Gazella gazella,14514.1669062934,21306.83,EN,Herbivore,CETARTIODACTYLA
Gazella leptoceros,604286.089863442,24645.75,EN,Herbivore,CETARTIODACTYLA
Gazella marica,2613934.18599837,26981.37,VU,NotAssigned,CETARTIODACTYLA
Gazella spekei,174000.218891105,20000,EN,Herbivore,CETARTIODACTYLA
Gazella subgutturosa,7107800.19542307,26981.37,VU,Herbivore,CETARTIODACTYLA
Genetta abyssinica,501099.835585761,1405.48,DD,Carnivore,CARNIVORA
Genetta angolensis,1399075.96504168,1859.64,LC,Carnivore,CARNIVORA
Genetta bourloni,146864.613721211,1865.378167,VU,Carnivore,CARNIVORA
Genetta cristata,100907.24447825,1863.23,VU,Carnivore,CARNIVORA
Genetta genetta,13963100.9973395,1756.17,LC,Omnivore,CARNIVORA
Genetta johnstoni,307033.321772629,2225,NT,Carnivore,CARNIVORA
Genetta maculata,12856906.1912519,1950,LC,Carnivore,CARNIVORA
Genetta pardina,1435141.69139369,2290.868,LC,Carnivore,CARNIVORA
Genetta piscivora,223601.457153828,1648.05,NT,Insectivore,CARNIVORA
Genetta poensis,129350.491143543,1865.378167,DD,Carnivore,CARNIVORA
Genetta servalina,3171148.45703144,1175.84,LC,Carnivore,CARNIVORA
Genetta thierryi,2584305.82799639,1400,LC,Carnivore,CARNIVORA
Genetta tigrina,212859.64444913,2066.57,LC,Carnivore,CARNIVORA
Genetta victoriae,542907.301641487,2743.69,LC,Carnivore,CARNIVORA
Geocapromys brownii,781.115023355741,1497.48,VU,Herbivore,RODENTIA
Geocapromys ingrahami,8.3227229598518,733.52,VU,Herbivore,RODENTIA
Geogale aurita,10985.1614623612,6.69,LC,Insectivore,AFROSORICIDA
Geomys arenarius,120545.329360432,206,NT,Herbivore,RODENTIA
Geomys attwateri,47739.8494352007,144.06,LC,Herbivore,RODENTIA
Geomys breviceps,204297.601333249,136.47,LC,Herbivore,RODENTIA
Geomys bursarius,1536362.13943351,203.75,LC,Herbivore,RODENTIA
Geomys knoxjonesi,58444.974868726,172.49,LC,Herbivore,RODENTIA
Geomys personatus,35465.3142608317,397,LC,Herbivore,RODENTIA
Geomys pinetis,241352.66746152,201.15,LC,Herbivore,RODENTIA
Geomys texensis,18189.3036425134,203.751,LC,Herbivore,RODENTIA
Geomys tropicalis,1683.79891242543,349.99,CR,Herbivore,RODENTIA
Georychus capensis,159405.665642234,188.36,LC,Herbivore,RODENTIA
Geoxus valdivianus,232674.620971453,30.8,LC,Insectivore,RODENTIA
Gerbilliscus afra,100211.971892348,92.13,LC,Omnivore,RODENTIA
Gerbilliscus boehmi,1160670.68565088,49.03325904,LC,Omnivore,RODENTIA
Gerbilliscus brantsii,2084250.89164558,89.41,LC,Omnivore,RODENTIA
Gerbilliscus gambiana,281829.322913299,99.38302355,LC,Omnivore,RODENTIA
Gerbilliscus guineae,892568.328996799,102.5,LC,Omnivore,RODENTIA
Gerbilliscus inclusus,218326.248827741,118.5,LC,Omnivore,RODENTIA
Gerbilliscus kempi,4610375.98757381,100.83,LC,Omnivore,RODENTIA
Gerbilliscus leucogaster,5765220.01200428,73.75,LC,Omnivore,RODENTIA
Gerbilliscus nigricaudus,610486.933454951,123,LC,Omnivore,RODENTIA
Gerbilliscus phillipsi,71840.7376720262,127.07,LC,Omnivore,RODENTIA
Gerbilliscus robustus,5165788.12368488,95.99,LC,Omnivore,RODENTIA
Gerbilliscus validus,4626297.07695167,121,LC,Omnivore,RODENTIA
Gerbillurus paeba,2191068.73669553,25.91,LC,Herbivore,RODENTIA
Gerbillurus setzeri,48792.2676970432,38.29,LC,Herbivore,RODENTIA
Gerbillurus tytonis,56157.0268834523,29.79,LC,Herbivore,RODENTIA
Gerbillurus vallinus,286817.658222561,35.24,LC,Herbivore,RODENTIA
Gerbillus acticola,22931.4596120237,40.08709228,DD,Omnivore,RODENTIA
Gerbillus amoenus,855059.372064261,13.2,LC,Omnivore,RODENTIA
Gerbillus andersoni,117595.800017265,27.5,LC,Omnivore,RODENTIA
Gerbillus aquilus,559283.137567042,63.85388804,LC,Omnivore,RODENTIA
Gerbillus bottai,31778.8773282787,40.08709228,DD,Omnivore,RODENTIA
Gerbillus brockmani,308.690665473621,40.08709228,DD,Omnivore,RODENTIA
Gerbillus campestris,1163231.53635915,28.4,LC,Omnivore,RODENTIA
Gerbillus cheesmani,2285825.36903871,28,LC,Omnivore,RODENTIA
Gerbillus cosensis,138824.185107236,40.08709228,DD,Omnivore,RODENTIA
Gerbillus dasyurus,1542832.66152972,23.5,LC,Omnivore,RODENTIA
Gerbillus dunni,359416.913007126,63.85388804,LC,Omnivore,RODENTIA
Gerbillus famulus,52564.294740045,37,LC,Omnivore,RODENTIA
Gerbillus floweri,78484.1208513668,63.85388804,LC,Omnivore,RODENTIA
Gerbillus gerbillus,9376307.81519118,26.99,LC,Omnivore,RODENTIA
Gerbillus gleadowi,183767.535867027,26.01,LC,Omnivore,RODENTIA
Gerbillus grobbeni,1140.10596595626,40.08709228,DD,Omnivore,RODENTIA
Gerbillus harwoodi,205253.702653419,63.85388804,LC,Omnivore,RODENTIA
Gerbillus henleyi,3846929.13240642,8,LC,Omnivore,RODENTIA
Gerbillus hesperinus,724.542156595093,63.85388804,EN,Omnivore,RODENTIA
Gerbillus hoogstraali,6611.86782318464,63.85388804,VU,Omnivore,RODENTIA
Gerbillus jamesi,812.516957588541,40.08709228,DD,Omnivore,RODENTIA
Gerbillus juliani,67878.8645083999,40.08709228,LC,Omnivore,RODENTIA
Gerbillus latastei,176128.179649271,39.55,LC,Omnivore,RODENTIA
Gerbillus lowei,3445.45262225501,40.08709228,DD,Omnivore,RODENTIA
Gerbillus maghrebi,55225.6673993431,63.85388804,LC,Omnivore,RODENTIA
Gerbillus mesopotamiae,219864.081093358,20,LC,Omnivore,RODENTIA
Gerbillus muriculus,523.944728051569,40.08709228,DD,Omnivore,RODENTIA
Gerbillus nancillus,1317062.88918448,40.08709228,DD,Omnivore,RODENTIA
Gerbillus nanus,10184493.1451328,25.5,LC,Omnivore,RODENTIA
Gerbillus nigeriae,71424.3273690932,29.7,LC,Omnivore,RODENTIA
Gerbillus occiduus,49789.42637925,40.08709228,DD,Omnivore,RODENTIA
Gerbillus percivali,18.1563319970578,40.08709228,DD,Omnivore,RODENTIA
Gerbillus perpallidus,24834.4934656231,52.22,LC,Omnivore,RODENTIA
Gerbillus poecilops,102195.846567614,31.5,LC,Omnivore,RODENTIA
Gerbillus principulus,2405.1938889966,40.08709228,DD,Omnivore,RODENTIA
Gerbillus pulvinatus,34346.0138397666,63.85388804,LC,Omnivore,RODENTIA
Gerbillus pusillus,570306.770419273,12.55,LC,Omnivore,RODENTIA
Gerbillus pyramidum,3345482.83372484,42.8,LC,Omnivore,RODENTIA
Gerbillus rosalinda,166259.447448986,63.85388804,LC,Omnivore,RODENTIA
Gerbillus rupicola,42517.3369397678,40.08709228,LC,Omnivore,RODENTIA
Gerbillus simoni,259962.225173232,17.4,LC,Omnivore,RODENTIA
Gerbillus somalicus,52589.6857707915,40.08709228,DD,Omnivore,RODENTIA
Gerbillus stigmonyx,28879.977366581,40.08709228,DD,Omnivore,RODENTIA
Gerbillus tarabuli,6332114.47281634,63.85388804,LC,Omnivore,RODENTIA
Gerbillus watersi,123298.49708206,10.4,LC,Omnivore,RODENTIA
Giraffa camelopardalis,1821654.57511861,964654.7,VU,Herbivore,CETARTIODACTYLA
Glaucomys sabrinus,7852908.63945515,137.53,LC,Omnivore,RODENTIA
Glaucomys volans,3848743.42780951,71.9,LC,Omnivore,RODENTIA
Glauconycteris alboguttata,469400.196034633,8.347142857,LC,Insectivore,CHIROPTERA
Glauconycteris argentata,3996259.90279452,9.3,LC,Insectivore,CHIROPTERA
Glauconycteris beatrix,1964722.55071684,7.5,LC,Insectivore,CHIROPTERA
Glauconycteris curryae,276798.088325965,8.347142857,DD,Insectivore,CHIROPTERA
Glauconycteris egeria,386706.303784115,8.347142857,DD,Insectivore,CHIROPTERA
Glauconycteris gleni,624.975289095608,10.81,DD,Insectivore,CHIROPTERA
Glauconycteris humeralis,381910.532341428,5.49,DD,Insectivore,CHIROPTERA
Glauconycteris kenyacola,312.495784076852,7.17,DD,Insectivore,CHIROPTERA
Glauconycteris machadoi,306.719759771655,8.347142857,DD,Insectivore,CHIROPTERA
Glauconycteris poensis,1529313.85451833,6.91,LC,Insectivore,CHIROPTERA
Glauconycteris superba,933.918660308884,8.347142857,LC,Insectivore,CHIROPTERA
Glauconycteris variegata,8693990.01902851,11.25,LC,Insectivore,CHIROPTERA
Glironia venusta,2883870.90209146,114,LC,Omnivore,DIDELPHIMORPHIA
Glirulus japonicus,211072.72610929,27,LC,Omnivore,RODENTIA
Glis glis,3718876.79828126,128.09,LC,Omnivore,RODENTIA
Glischropus javanus,660.829368410594,4.59,DD,Insectivore,CHIROPTERA
Glischropus tylopus,2451566.54314497,4.59,LC,Insectivore,CHIROPTERA
Glossophaga commissarisi,3716729.94213502,9.15,LC,Omnivore,CHIROPTERA
Glossophaga leachii,480889.971494957,10.24,LC,Omnivore,CHIROPTERA
Glossophaga longirostris,1570762.12236574,13.32,DD,Omnivore,CHIROPTERA
Glossophaga morenoi,327072.966040256,8.54,LC,Omnivore,CHIROPTERA
Glossophaga soricina,14858410.3022996,9.97,LC,Herbivore,CHIROPTERA
Glyphonycteris behnii,1037073.2376928,13.76,DD,Omnivore,CHIROPTERA
Glyphonycteris daviesi,4659985.90969949,18.61,LC,Omnivore,CHIROPTERA
Glyphonycteris sylvestris,6011996.7146595,8.91,LC,Insectivore,CHIROPTERA
Glyphotes simus,20212.4946463253,590.0703713,DD,Herbivore,RODENTIA
Golunda ellioti,2864575.37572088,60.73,LC,Herbivore,RODENTIA
Gorilla beringei,47439.3459481711,149325.2,CR,Herbivore,PRIMATES
Gorilla gorilla,696516.80102864,112589,CR,Herbivore,PRIMATES
Gracilinanus aceramarcae,27595.4809986875,20.5,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus agilis,3609142.69992891,22.03,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus dryas,30098.1649057452,18.53,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus emiliae,174120.233777208,7.59,DD,Omnivore,DIDELPHIMORPHIA
Gracilinanus marica,329096.279185234,23.8,LC,Omnivore,DIDELPHIMORPHIA
Gracilinanus microtarsus,631663.975968269,29.3,LC,Omnivore,DIDELPHIMORPHIA
Grammomys aridulus,25446.3416852393,47.34722201,DD,Omnivore,RODENTIA
Grammomys buntingi,174205.55353151,47.34722201,DD,Omnivore,RODENTIA
Grammomys caniceps,41169.2619018335,47.34722201,DD,Omnivore,RODENTIA
Grammomys cometes,417998.143819275,45,LC,Omnivore,RODENTIA
Grammomys dolichurus,3257251.84928997,41.85,LC,Omnivore,RODENTIA
Grammomys dryas,23110.4031254317,63.85388804,NT,Omnivore,RODENTIA
Grammomys gigas,1912.13614145949,63.85388804,EN,Omnivore,RODENTIA
Grammomys ibeanus,215705.062735485,41.19,LC,Omnivore,RODENTIA
Grammomys kuru,2284481.98672954,50.03,LC,Omnivore,RODENTIA
Grammomys macmillani,243998.493542213,37.01,LC,Omnivore,RODENTIA
Grammomys minnae,10922.7275333515,35.99,VU,Omnivore,RODENTIA
Graomys domorum,101529.241500663,102,LC,Herbivore,RODENTIA
Graomys edithae,408.106302955739,40.4,DD,Herbivore,RODENTIA
Graomys griseoflavus,2012582.24969353,68.32,LC,Herbivore,RODENTIA
Graphiurus angolensis,214684.157054092,23.82218973,DD,Omnivore,RODENTIA
Graphiurus christyi,394070.489395216,3.015691219,LC,Omnivore,RODENTIA
Graphiurus crassicaudatus,509777.963355739,23.82218973,DD,Omnivore,RODENTIA
Graphiurus johnstoni,7321.0757023921,23.82218973,DD,Omnivore,RODENTIA
Graphiurus kelleni,2773770.98312909,10.5,LC,Omnivore,RODENTIA
Graphiurus lorraineus,3472143.44115773,27.00440498,LC,Omnivore,RODENTIA
Graphiurus microtis,3300458.45083638,3.365900551,LC,Omnivore,RODENTIA
Graphiurus monardi,35743.0732079914,23.82218973,DD,Omnivore,RODENTIA
Graphiurus murinus,966155.444216438,20.07,LC,Omnivore,RODENTIA
Graphiurus nagtglasii,882351.202809805,30,LC,Omnivore,RODENTIA
Graphiurus ocularis,323125.647118538,68.8,LC,Omnivore,RODENTIA
Graphiurus platyops,340551.543876972,46.1,LC,Omnivore,RODENTIA
Graphiurus rupicola,54377.6976408767,3.365900551,LC,Omnivore,RODENTIA
Graphiurus surdus,68788.3660495488,26,DD,Omnivore,RODENTIA
Gulo gulo,24394376.489523,12792.49,LC,Omnivore,CARNIVORA
Gymnobelideus leadbeateri,3023.86145686265,137.32,CR,Omnivore,DIPROTODONTIA
Gymnuromys roberti,77428.3774253641,97.5,LC,Omnivore,RODENTIA
Habromys chinanteco,83.0370068139284,40,CR,Omnivore,RODENTIA
Habromys delicatulus,820.417032074783,49.098,EN,Omnivore,RODENTIA
Habromys ixtlani,92.1514484036147,40.5,CR,Omnivore,RODENTIA
Habromys lepturus,86.0035150760574,84.99,CR,Omnivore,RODENTIA
Habromys lophurus,25199.0254488642,40,NT,Omnivore,RODENTIA
Habromys schmidlyi,90.3359395702297,49.098,CR,Omnivore,RODENTIA
Habromys simulatus,1451.40740066076,40,EN,Omnivore,RODENTIA
Hadromys humei,2051.04757295865,59,EN,Herbivore,RODENTIA
Hadromys yunnanensis,2704.54834131054,59,DD,Herbivore,RODENTIA
Haeromys margarettae,2172.94623299778,12.55,DD,Omnivore,RODENTIA
Haeromys minahassae,1377.11401657767,14.7,VU,Herbivore,RODENTIA
Haeromys pusillus,40133.7948217462,10.4,VU,Omnivore,RODENTIA
Handleyomys alfaroi,838400.128839593,33.3,LC,Omnivore,RODENTIA
Handleyomys chapmani,36270.8992969606,49.995,LC,Omnivore,RODENTIA
Handleyomys fuscatus,79253.0175683283,49.5,LC,Omnivore,RODENTIA
Handleyomys intectus,9776.97978906634,60.5,LC,Omnivore,RODENTIA
Handleyomys melanotis,138450.878406182,49.995,LC,Omnivore,RODENTIA
Handleyomys rhabdops,8208.7551591341,33,VU,Omnivore,RODENTIA
Handleyomys rostratus,548404.320563963,42.5,LC,Omnivore,RODENTIA
Handleyomys saturatior,108657.117502924,33,NT,Omnivore,RODENTIA
Hapalemur alaotrensis,216.327761671371,1616.83,CR,Herbivore,PRIMATES
Hapalemur aureus,2392.79460469491,1562.41,CR,Herbivore,PRIMATES
Hapalemur griseus,85665.6962804685,916,VU,Herbivore,PRIMATES
Hapalemur meridionalis,6546.62176896734,935,VU,Herbivore,PRIMATES
Hapalemur occidentalis,39776.3653787162,1000,VU,Herbivore,PRIMATES
Hapalomys delacouri,388134.009334022,64.3,VU,Herbivore,RODENTIA
Hapalomys longicaudatus,477.713452900972,70,EN,Herbivore,RODENTIA
Haplonycteris fischeri,264779.283704927,18.25,LC,Herbivore,CHIROPTERA
Harpiocephalus harpia,904195.828792353,13.65,LC,Insectivore,CHIROPTERA
Harpiola grisea,864.083767844543,10.17892383,DD,Insectivore,CHIROPTERA
Harpiola isodon,11832.8112974102,10.17892383,DD,Insectivore,CHIROPTERA
Harpyionycteris celebensis,169411.149977279,116.77,VU,Herbivore,CHIROPTERA
Harpyionycteris whiteheadi,171865.465994826,135.48,LC,Herbivore,CHIROPTERA
Heimyscus fumosus,477491.154471251,17.2,LC,Omnivore,RODENTIA
Helarctos malayanus,1113519.66705245,57075.78,VU,Omnivore,CARNIVORA
Heliophobius argenteocinereus,2122615.23793588,159.46,LC,Herbivore,RODENTIA
Heliosciurus gambianus,4714372.50492704,248.36,LC,Omnivore,RODENTIA
Heliosciurus mutabilis,1063836.97422987,390,LC,Omnivore,RODENTIA
Heliosciurus punctatus,325700.897027992,173.85,DD,Omnivore,RODENTIA
Heliosciurus rufobrachium,2935775.08890349,332.88,LC,Omnivore,RODENTIA
Heliosciurus ruwenzorii,140580.947189004,291,LC,Omnivore,RODENTIA
Heliosciurus undulatus,129267.435905929,347.33,DD,Omnivore,RODENTIA
Helogale hirtula,912501.453301402,484.63,LC,Omnivore,CARNIVORA
Helogale parvula,6918503.91420136,281.83,LC,Insectivore,CARNIVORA
Hemibelideus lemuroides,2913.76788429699,993.59,NT,Herbivore,DIPROTODONTIA
Hemicentetes nigriceps,39236.4875414664,102.99,LC,Insectivore,AFROSORICIDA
Hemicentetes semispinosus,122554.357556734,134,LC,Insectivore,AFROSORICIDA
Hemiechinus auritus,8465496.90763547,322.04,LC,Omnivore,EULIPOTYPHLA
Hemiechinus collaris,272308.565512868,141,LC,Omnivore,EULIPOTYPHLA
Hemigalus derbyanus,1354858.34746736,1262.7,NT,Insectivore,CARNIVORA
Hemitragus jemlahicus,124007.943291488,68616.43,NT,Herbivore,CETARTIODACTYLA
Herpestes brachyurus,1271946.61489828,1396.16,NT,Omnivore,CARNIVORA
Herpestes edwardsii,4314164.46532968,1324.2,LC,Insectivore,CARNIVORA
Herpestes flavescens,218032.509214588,750,LC,Omnivore,CARNIVORA
Herpestes fuscus,42989.009055516,1348.963,LC,Omnivore,CARNIVORA
Herpestes ichneumon,14478952.3609812,2980.02,LC,Omnivore,CARNIVORA
Herpestes javanicus,1601958.35116468,750,LC,Carnivore,CARNIVORA
Herpestes naso,2656378.51745884,3002.08,LC,Omnivore,CARNIVORA
Herpestes ochraceus,506949.093314557,549.997,LC,Omnivore,CARNIVORA
Herpestes pulverulentus,770354.787488137,742,LC,Insectivore,CARNIVORA
Herpestes sanguineus,16793515.258769,500,LC,Insectivore,CARNIVORA
Herpestes semitorquatus,732632.574981565,1523.854615,NT,Omnivore,CARNIVORA
Herpestes smithii,1895779.21652092,1702.5,LC,Insectivore,CARNIVORA
Herpestes urva,70447.5522409791,2384.19,LC,Carnivore,CARNIVORA
Herpestes vitticollis,151383.587904561,2380,LC,Omnivore,CARNIVORA
Hesperoptenus blanfordi,460430.123584841,6.91,LC,Insectivore,CHIROPTERA
Hesperoptenus doriae,6861.27970958549,11.605,DD,Insectivore,CHIROPTERA
Hesperoptenus gaskelli,8.96049581417738,11.605,DD,Insectivore,CHIROPTERA
Hesperoptenus tickelli,1051792.77533349,16.3,LC,Insectivore,CHIROPTERA
Hesperoptenus tomesi,44404.3402815028,11.605,VU,Insectivore,CHIROPTERA
Heterocephalus glaber,1349750.76109297,39.36,LC,Herbivore,RODENTIA
Heterohyrax brucei,5937569.34945431,2453.66,LC,Herbivore,HYRACOIDEA
Heteromys anomalus,296899.047765197,69.06,LC,Herbivore,RODENTIA
Heteromys australis,226886.690652021,267.49,LC,Herbivore,RODENTIA
Heteromys desmarestianus,476861.293882354,74,LC,Omnivore,RODENTIA
Heteromys gaumeri,167156.988500325,63.59,LC,Herbivore,RODENTIA
Heteromys nelsoni,4649.72195878751,67.55,EN,Herbivore,RODENTIA
Heteromys oasicus,2513.72163039892,102.7483333,EN,Herbivore,RODENTIA
Heteromys oresterus,1327.43286092192,74.8,LC,Herbivore,RODENTIA
Heteromys teleus,39648.5057474225,102.7483333,VU,Herbivore,RODENTIA
Hippocamelus antisensis,424712.964288433,68599.35,VU,Herbivore,CETARTIODACTYLA
Hippocamelus bisulcus,127327.18996061,69240.81,EN,Herbivore,CETARTIODACTYLA
Hippopotamus amphibius,1233077.31328872,1536310,VU,Herbivore,CETARTIODACTYLA
Hipposideros abae,2073433.23794346,21.81,LC,Insectivore,CHIROPTERA
Hipposideros armiger,4475406.51645216,49.99,LC,Insectivore,CHIROPTERA
Hipposideros ater,3677529.79157992,5.86,LC,Insectivore,CHIROPTERA
Hipposideros beatus,1589528.96815729,6.7,LC,Insectivore,CHIROPTERA
Hipposideros bicolor,1584431.74092027,8.39,LC,Insectivore,CHIROPTERA
Hipposideros boeadii,380.554184452316,21.81,DD,Insectivore,CHIROPTERA
Hipposideros breviceps,626.416365069448,21.81,DD,Insectivore,CHIROPTERA
Hipposideros caffer,6346904.86383642,9.46,LC,Insectivore,CHIROPTERA
Hipposideros calcaratus,217484.074999081,21.81,LC,Insectivore,CHIROPTERA
Hipposideros camerunensis,11192.4890686768,21.81,DD,Insectivore,CHIROPTERA
Hipposideros cervinus,1964373.55502919,8.51,LC,Insectivore,CHIROPTERA
Hipposideros cineraceus,2203629.64138889,3.84,LC,Insectivore,CHIROPTERA
